AREA_FIPS_CODE,"2,4-D",ACEPHATE,ACETAMIPRID,ACETOCHLOR,ATRAZINE,AZOXYSTROBIN,BENTAZONE,BENZOVINDIFLUPYR,BOSCALID,BROMACIL,BROMOXYNIL,CARBARYL,CHLORANTRANILIPROLE,CHLORIMURON,CHLORPYRIFOS,CLOTHIANIDIN,CYANTRANILIPROLE,CYPRODINIL,DIAZINON,DICAMBA,DICROTOPHOS,DIFLUBENZURON,DIMETHENAMID,DIMETHENAMID & DIMETHENAMID-P,DIMETHENAMID-P,DIMETHOATE,DIMETHOMORPH,DINOTEFURAN,DIURON,ETHOPROPHOS,ETOXAZOLE,FIPRONIL,FLUOMETURON,FLUOPICOLIDE,GLYPHOSATE,HALOSULFURON,HEXAZINONE,IMAZETHAPYR,IMIDACLOPRID,LINURON,MALATHION,METALAXYL,METCONAZOLE,METHOMYL,METHOXYFENOZIDE,METOLACHLOR,METOLACHLOR & METOLACHLOR-S,METOLACHLOR-S,METRIBUZIN,MYCLOBUTANIL,ORYZALIN,PERMETHRIN,PIPERONYL BUTOXIDE,PROPAZINE,PROPICONAZOLE,PYRACLOSTROBIN,PYRIMETHANIL,SIMAZINE,SULFENTRAZONE,SULFOXAFLOR,TEBUCONAZOLE,TEBUPIRIMPHOS,TEBUTHIURON,TERBUFOS,TETRACONAZOLE,THIAMETHOXAM,THIOBENCARB,TRICLOPYR,TRIFLOXYSTROBIN,Grand Total
13007,2814,1769.7,,6697.2,8608.9,1630.7,640.9,624.5,,,,34.4,254.4,2.1,3531.3,,,,,2688.4,3820.6,48.3,,3346.9,3346.9,4.9,,,3199.1,,,,729.4,,20424.5,,4.7,43,1215.5,,105.6,,63.4,,37.4,606.8,8380.7,7773.7,9.5,,,17.4,,,110.7,640.9,,835.2,11.6,203.3,3197.6,,,3219.1,191.2,151.7,,162.1,118.5,91316.7
13009,860.9,,,19.9,230.7,30.3,,0.1,,,,11.7,0.4,,72.3,,,,,32.9,,,,,,0.1,,,29.6,,,,,,68.7,,,,23,,252,,0,,6,20.2,34.6,14.3,,,,,,,32.3,0.1,,19.8,,5.7,4.7,,,4.7,9.1,0.3,,266.3,5.3,2056
13011,4450.4,,,82.7,352.3,23.7,,,,,,71.9,2.4,4.9,40.4,,,0.4,,358,,2.5,,,,,,0,,,,,,0.6,942.3,0.1,,0.9,7,,60.8,,2.1,,6.1,47.4,293.1,245.7,4.5,0.3,,7.1,,,19.2,9.2,,46.5,7.8,1.4,10.5,,42.9,11.1,2.7,0.1,,845.4,3.1,8007.5
13013,1647.7,46,0.6,138.8,16.5,50.4,,0,,,,20.6,1.9,,44.1,,,0.4,,168.4,119,,,1,1,,,0,119,,,,159,0.1,644.3,,,,49.1,,,,0.1,,6,0.9,20.8,19.9,,0,,0,,,54.3,1,,1.2,,5.7,20.7,,,0.3,,0.3,,110.5,20.8,3490.4
13015,5690.6,345.1,,1678.3,1526.3,41.5,,2.1,,,,0.2,0,13.4,16.5,,,,,1206.3,263.6,,,437.1,437.1,,,,166.4,,,,115.1,,5099.2,0.1,,3.8,68.4,,,,1.4,,,297.1,1663.6,1366.4,12.8,,,8,,,26.6,34.3,,64.5,16.2,,11.7,,,,,0.1,,429.1,5.9,21048.8
13017,1172.4,512.8,,6473,1360.6,455.8,480.7,120.2,3.3,,,68.3,61.7,0.5,788.8,,,3,,3447.9,1261.8,43.6,,,,1.7,,0.1,1641.5,,,,863.6,1.5,12754.6,0.3,,18.5,301.1,,56.8,,0.6,2.1,23.6,193.7,4160.7,3966.9,3,0.1,,4.7,,,39.8,139.1,1.2,176.2,7.6,138.9,991.8,,,287.8,92.6,50.2,,197.2,27.4,42399.3
13019,2947.9,1272.1,3.4,15475.9,3808.8,1578.6,1011.7,257.5,61.9,,,422.7,147,0.4,3165,,7.8,52.4,,8462,3091.8,93.4,,,,4.7,,2.1,4336.9,,,,2116.3,11.3,32258.9,4.7,,38.1,923.4,,380.8,,1.6,0.9,149.8,452.2,9155.8,8703.7,1.8,0.6,,4.1,,,178.5,343.8,,493.5,33.9,411.1,2448.3,,,789.6,297.6,136.1,,496.5,65.5,106102.4
13021,443,0.4,,157.8,172.6,69.2,57.9,2.7,,,,60.7,1.7,1.3,135.1,,,1.9,,34.3,,2.8,,,,0.1,,,29.6,,,,,,223,0.3,,1.1,27.4,,252,,0,,8.9,58.8,241.8,182.9,2.5,,,3.8,,,37,15.2,,19.8,3,5.7,73.5,,,4.7,10.5,0.3,,120.1,5.9,2469.3
13023,2086.6,1921.4,,10242.4,2710.8,886.7,1182.3,55.2,,,,426.3,112.9,16.1,1802.2,,,,,1840.3,2209.7,45,,,,2.4,,,2055.3,,,,9547.2,,13998.8,,,17.2,179.9,,70.6,,0.8,,38.9,1213.6,5866.1,4652.6,29.5,,,45.9,,,92.2,279.1,,417.6,35.8,1.6,1402.1,,,99.5,19.9,1.3,,151,31.6,65788.4
13025,467.3,1.9,,121.8,58.7,27,18.1,5.4,3.3,,,50.5,2.4,1.7,71.1,0.4,,1.9,,142.1,2.1,5.1,,,,0.3,,,6.6,,,,,,170.7,,,,11.9,,32.4,,0.1,,2.9,,108.6,108.6,,,,3.2,,,1.9,8.4,,,,0.8,48.4,,,17.1,1.2,0,,109.8,3.1,1616.8
13027,2837.4,1700.9,3.4,19755.4,1371.3,1427.8,654,167.2,24,,,673.9,144.8,8.4,1347.1,,7.8,42.1,,11432.8,4218.7,87.5,,,,1.4,,48.9,5284,,,,2887.6,75.9,42815,1.8,,31.8,487.7,,33.2,,0.5,2.4,985,313,8319.9,8006.9,38.5,17.7,,96.9,,,135.7,282.3,,151.9,72.9,424.6,1341.7,,,250.3,129.2,173,,488.6,33.1,118835.9
13029,321.9,9.7,,95.8,35.5,63.2,9.7,3,3.3,,,84.2,2.5,2.6,95.6,3.1,,1.9,,150.6,16.2,4.4,,,,0.4,,,51.2,,,,,0.6,494,,,,42.6,,252,,0.1,,30.6,,167.2,167.2,2.2,,,5.3,,,17.1,6.7,,,,6.2,61.5,,,19.8,9.1,0.3,,55.1,23.7,2316.1
13031,4376.5,1488,,8711.9,5312.2,1228.2,77.1,208.8,,,,708.5,407.2,58.6,4713.1,512,,0.1,,15757.6,6758.6,97.5,,,,,,,1776.4,,,,25989.6,0,34371.5,0.3,,50.5,1651.8,,631.8,,18.7,,82.1,3266.2,5993.7,2727.5,46.3,0.1,,59.7,,,203.3,739.1,,408.1,60.8,5.7,1168.6,,,122.7,27.3,120.1,,327.1,78.7,130343.6
13033,5695.2,1187.4,,7992.6,17857.2,710.3,63.6,172.1,,,,666.4,236.3,55,4878.1,363.4,,1.2,,13335.4,4796.9,83.9,,,,,,,1262.2,,,,18446.1,2,32076.8,0.3,,42.8,1174.9,,252,,62.5,,66.3,3742.5,6955,3212.5,44.4,0.6,,57.9,,,137.1,639.3,,1366.7,54,2.3,1063.7,,,411,26.2,83.4,,945.5,102.5,130325.5
13035,1434.6,,,39.4,298,35.1,,0.1,,,,46.9,0.8,1.3,72.3,,,,,51,,1.5,,,,0.1,,,29.6,,,,,,266.3,,,0.5,23.7,,252,,0,,8.5,20.2,69.5,49.2,2.5,,,3.8,,,43.5,3,,19.8,3,5.7,9.6,,,4.7,10.5,0.3,,435.8,5.3,3248.1
13037,2688.9,1286.9,,5388.1,11115.5,1866.8,445.7,435.2,,,,185,179.1,0.5,3252.2,,,4.5,,2160.9,3032.8,27.1,,2656.8,2656.8,5.1,,,2833.2,,,,579,0,19394.2,0.6,4.6,29.1,1230.3,,568.3,,67,,72.2,529.2,7711.5,7182.3,2.5,0,,4.6,,,401.9,511.8,,882.6,3,274.7,2596.2,,,3402,222.7,113.9,,158,284,86447.3
13039,127.9,,2.3,,15.4,30.2,,2.7,3.3,,,13.8,5.8,,,,5.2,1.9,,12.9,,2.7,,,,,,,,,,,,0.6,31.9,,,,,,,,,,17.4,,,,,,,,,,,,,,,,,,,,,0.8,,34.1,,308.9
13043,1226.9,370.1,,2149,884.6,247.3,19,51.4,,,,96.2,87.2,4.9,1178.2,149.8,,0.7,,4506.3,1977,18.9,,,,,,,519.6,,,,7602.4,,9348.3,0.3,,10.7,500.2,,822.3,,3,,30.1,767.6,1324.2,556.7,2.5,0.6,,4,,,116.3,194.9,,64.5,3,7.4,294.9,,,19.4,1.4,35.2,,173.2,35.1,35405.3
13045,3655.9,,0.6,77.6,835.4,57.1,,0.8,,,,56,0.8,1.3,93.9,,1.3,0.3,,177.2,,3.4,,34.9,34.9,0.2,,0.1,29.6,,,,,0.2,168.5,0,61.8,0.5,64.4,,33.2,,0.8,,9.4,27.8,114.8,87.1,2.5,0.1,,4.7,,,81.2,5.6,,27.2,3,7.9,54.7,,,43.4,10.5,3.7,,51.7,53.2,5979.2
13047,2446.1,,,27.6,230.8,1.2,,0.2,,,,4.5,0,,2.4,,,,,122.9,,,,16.7,16.7,,,,,,,,,,223,0.1,,,,,,,0.2,,,31.5,150.2,118.7,0.3,,,3.6,,,0.6,3.9,,9.5,0.2,,,,,,,,,211.2,0.4,3622.5
13049,408,,,,49.1,44.5,,0.1,0.6,,,14.2,5.5,,58.6,,,0.4,,88.3,,,,,,0.2,,,29.6,,,,,,194.7,,,,28.1,,252,,0.1,,30.4,,19.8,19.8,,,,,,,10.3,0.2,,,,6.2,35.2,,,10.6,9.1,0.3,,96.4,23.7,1436
13051,225.5,,0.1,,24.2,39.4,,0.2,2.1,,,20.3,2.4,,23.7,,0.3,1.2,,22.9,,0.2,,,,0,,,29.6,,,,,0.1,143.5,,,,28.1,,252,,0,,20,,10.3,10.3,2.2,,,,,,9.9,0,,,,6.2,33.6,,,0.6,9.1,0.3,,53,23.7,995
13053,5.6,,,,1,,,,,,,8.9,,,3.8,,,,,0.1,,,,,,,,,,,,,,,0.7,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,20.3
13055,4176.5,,0.7,591.9,1786.1,19.9,,2.2,,,,13.7,0.3,7.8,27.4,,,,,589.2,,,,165.1,165.1,,,,,,,,,,4787.2,0,,2.2,47.7,,,,1.6,,0.1,297.8,1529.7,1231.9,8.8,0.4,,9.9,,,74.5,33.7,,75.3,10.3,5.7,46.9,,,,,,,321.5,42.2,16073.3
13057,1159.8,,1.6,15,200.4,3.2,,0.1,,,,36.9,1.1,,18,,,1,,21.5,,,,12.6,12.6,,,0,,,,,,0.3,107,0.3,,,0,,,,0.7,,,10.8,28.3,17.5,,0,,0.1,,,0.5,5.7,,15,,,0.2,,,3.6,,,,90.5,0.6,1764.9
13059,483.8,,0.1,61.8,392.6,53.9,,0.1,,,,48.9,1.6,0.9,47.1,,,0.1,,22.8,,1.7,,16.7,16.7,,,0,,,,,,0.4,321.3,0,,0.5,46.1,,,,0.9,,8.5,14.2,171.1,156.8,2.2,0,,3.5,,,62.8,5.8,,19.8,4.2,5.7,26.1,,,4.7,1.4,0.3,,32.4,21.6,2059.1
13061,1254.1,620.2,2.3,2512.7,1584.2,583.6,205,202.1,,,,15.9,84.3,0.5,1109.3,,5.2,0.7,,1041.1,1584.8,17.2,,1388.3,1388.3,0.9,,,1330,,,,302.5,0.6,7547.5,,6.4,13.7,438.1,,48.9,,11.7,,19.5,161,2793.6,2632.6,2.5,0.6,,5.3,,,51.7,183.4,,154,3,81.5,1037.8,,,593.7,63.6,61.8,,219.2,38.8,31403.7
13063,155.7,,0.5,19.9,153.8,6.4,,0.7,,,,,0.2,,10.9,,1.2,0.7,,45.2,,0.6,,16.7,16.7,0.1,,,,,,,,0.6,11.6,,2.2,,,,,,0.6,,1.5,20.2,58.3,38.1,,0.6,,0.8,,,0.2,3.1,,19.8,,,0.3,,,31.6,,0.2,,1.9,0.9,621.8
13065,258,14.9,3.4,247.9,451.2,107.1,15.1,8,3.3,,,53.9,4,0.5,117.7,,7.8,3.5,,108.3,26,7,,,,0.5,,2.1,50.9,,,,17.8,4,1046.1,0.3,,1.1,24.2,,14.3,,0.2,,55,19.1,175,155.7,2.5,0.6,,5.3,,,18.5,9.5,,57.7,7.5,6.6,56,,,92,9.2,4.4,,76.5,3.2,3353.4
13067,167.6,,,,,47.4,,,,,,11.7,0.3,,35.4,,,0.1,,2,,,,,,,,0,,,,,,0.2,24,,,,45.3,,,,,,6,,0.9,0.9,,0,,0.1,,,54.3,0,,,,5.7,20.7,,,,,0.3,,11.4,20.7,455
13069,3280.5,1457.2,2.6,18176.8,3634,1108.8,1425.3,359.2,3.3,,,109.4,184.7,1.3,1601.7,,6,3,,9594.2,3515.6,131.3,,,,4.4,,2.1,4410.6,,,,2406.3,12.9,34982.6,0.3,,54.4,760.6,,33.2,,1.5,7.2,82.4,553.3,12115.9,11562.7,8.1,0.1,,10.9,,,42.9,398.9,5.9,465,47.1,351.3,2737.5,,,765.2,219.8,153,,614.9,77.6,117483.5
13071,3493.8,2128.3,134.6,24999.8,3437.8,2951,1157,447.3,69.7,,,538.1,390,2.1,3284.6,,306.7,108.5,,14320,5297.5,266,,,,4.2,,2.1,6991.5,,,,3626,59.7,51374.6,5.3,,45.2,1001.2,,315.1,,1.5,196.2,520.6,537.2,12228.3,11691.1,9.8,40.1,,77.8,,,268.3,439.8,,446.1,28,607.6,2662.6,,,1365,296.7,254.8,,412.8,68.6,158910.6
13073,572.6,,,43.8,377.5,19.7,,,,,,47.2,0.8,2.6,73.2,,,27.5,,174.7,,1.4,,,,,,,77.9,,,,,0,456.3,0,,0.5,11,,252,,1.2,,9.6,25.7,121.6,95.9,2.5,0,,3.3,,,39.5,8.1,,25.2,3,2.3,16.1,,,7.6,1.4,0.3,,176,7.6,2685.6
13075,1804.4,775.3,2.6,9460.9,2828.4,536.4,542.2,139.4,128.5,,,592.9,103.4,0.5,953.3,,6,107.3,,5256.7,1907.1,52,,,,3.5,,,2418.2,,,,1305.4,3.2,19588.6,9.8,,20.8,335.2,,37.7,,1.2,7.2,26.7,276.8,5195.8,4919,2.5,,,4.5,,,36.6,270.8,,370.1,14.9,196.1,1082.6,,,613.9,93.7,78.9,,347.9,38,62496.9
13077,1875.6,,0.7,130.5,885.7,66.7,,1,,,,48.9,0.8,1.3,131.3,,1.6,0.3,,247.2,,3.5,,79.4,79.4,0.5,,0.2,29.6,,,,,0.3,382.5,0,29,0.5,64.4,,33.2,,2.4,,10.5,81.6,308.7,227.1,2.5,0.1,,4.7,,,91.9,16.2,,80,3,10,64.7,,,127.6,10.5,3.7,,24.3,55.5,5219.1
13079,1042.6,31.9,2.3,158.8,249.1,256.4,,2.8,,,,134,2.7,1.3,501.1,,5.2,0.1,,63.6,36.8,4.2,,,,0.1,,0,261.2,,,,159,0.1,437.6,,,0.5,178.5,,1931,,0,,55.5,20.2,111.2,90.9,2.5,0.1,,3.9,,,257.6,3.5,,19.8,3,43.4,38.8,,,4.7,71.2,2.9,,255.4,34.5,6480
13081,2295.4,1303.9,,15081.4,1051.8,1235.9,626,156,233.3,,,1163.8,146.8,1.1,2506.4,,,195.5,,8781.4,3274.8,58.2,,,,1.1,,2.1,4472.5,,,,2241.5,2.8,30834.9,17.8,,24.4,696.5,,310.4,,0.4,7.2,122.3,269.2,6923.2,6654,5.3,0.6,,10.5,,,170.5,406,,112.5,6.4,411.7,1636.8,,,203.2,216.6,125.9,,409.8,32.9,94440.7
13083,1389.7,,0.4,6,49.2,3,,0.1,,,,5.1,0,,52.9,,,,,63.4,,,,3.6,3.6,,,,,,,,,,72,0,,,6.7,,,,0,,5.8,6.9,36.8,30,0.1,15.2,,2.2,,,1.6,1.1,,2.1,0,,,,,,,,,114.6,0.1,1872.2
13085,856.8,,,92,668.8,6.8,,0.2,,,,35.2,1,0.9,27.5,,,0.3,,40.1,,1.7,,42.2,42.2,,,0.4,,,,,,1.3,399.3,,,0.5,0.7,,,,2.3,,2.5,35.9,118.7,82.8,2.2,0.2,,3.8,,,6.3,9,,50.1,4.2,,3.2,,,11.9,1.4,,,62.8,2.2,2617.4
13087,4527.9,2710.4,1.7,10286.6,9633.4,2842.3,959.7,936.4,,,,15.9,1403.3,3.4,5022,,4,50.3,,4193.9,6124.8,76.4,,5365.3,5365.3,5.4,,2.1,5055.4,,,,1169.2,2.6,30665.5,6.5,15.3,64.6,1793.1,,48.9,,70.6,1390.5,62.3,806.4,12634.3,11827.9,21.1,0.6,,29.3,,,529.6,966.4,5.9,930.1,19,305.4,4681.9,,,8219.8,266.8,244.1,,524.7,121.9,142010.2
13089,215.7,,,,,0.7,,,,,,0.2,0,,0.5,,,,,2.9,,,,,,,,0,,,,,,0,2.2,,,,0.6,,,,,,0.1,,0.6,0.6,,,,,,,0.7,0,,,,0.1,0.3,,,,,0,,17,0.3,242.5
13091,2859.4,1878,1.7,9536.1,1156.6,867.7,1096.3,52.6,,,,293.9,108.3,10.1,1608.3,,4,2.6,,1533.7,2155.2,38.3,,,,0.9,,2.1,2033.4,,,,9311.5,3.8,12361.9,0.3,,14.3,195,,314.7,,0.3,,49,885.3,4942.4,4057.2,18.5,0.6,,29.6,,,86.4,254.1,,151.9,27,7.1,1288.5,,,36.2,22.3,4.2,,506.1,23.5,59830.9
13093,3591.7,2636.2,,30602.8,2583,1697.9,872,218.1,3.3,,,821.7,191.2,10.2,3687.1,,,3.4,,17979.9,6645.9,108.1,,,,3.3,,2.1,8744.6,,,,4549,2.7,65029.9,0.3,,41.6,1010.6,,375,,1.2,7.2,181.8,485.2,11855.2,11370.1,46.8,0.5,,86.2,,,389.8,385.6,,351.2,56.9,753,2305,,,583.7,301.9,253.5,,107.6,53.7,180987.7
13095,1834.1,273.5,,1032.3,2578.8,2727.8,105.9,103.4,,,,553.8,41.9,0.5,2421.2,,,2.6,,494.3,505.1,9.3,,442.5,442.5,1.3,,2.1,1445.6,,,,96.4,2.6,8086.9,0.3,8.7,7.3,1364.1,,1700.8,,16.6,,188.8,125.6,1552.8,1427.2,2.5,0.6,,5.3,,,1138.1,126,,218.3,3,243.6,1744.9,,,841.4,345.6,21.6,,297.7,664.6,35249.8
13097,151.2,,2.3,2.5,43.4,28.2,,2.7,,,,13.8,0.5,,1.4,,5.2,2.6,,8.6,,2.7,,2.1,2.1,0,,2.1,,,,,,2.6,42.8,0.3,2.6,,,,,,0.1,,17.4,2.5,13,10.5,,0.6,,0.8,,,0,3.1,,2.5,,,0,,,3.9,,0.8,,2.1,0.1,377.1
13099,5098.6,2664.2,,11907.3,8245.3,2168.7,826.4,804.4,,,,8.8,353.2,3.3,4483.9,,,2.6,,4868.5,7483.6,67.1,,6555.7,6555.7,4.6,,,6157.3,,,,1428.6,0.6,35571.5,0.3,14.5,56.1,1766.5,,27.1,,59.8,7.2,40.3,720.9,12353.7,11632.7,15.5,0.6,,28.9,,,189,788.4,0.1,787.7,18.7,367.8,4189.5,,,3060.1,228,292.9,,495.7,98.7,142500.6
13101,391.5,57.5,3.4,912,93.5,267.4,156.5,42.9,3.3,,,60.3,19.6,0.5,247.8,,7.8,13.7,,349.4,125.2,19.3,,,,0.1,,2.1,198.8,,,,85.7,14.8,1665.9,0.3,,6.4,107.8,,33.2,,0,,61.4,41.4,1141.9,1100.5,4.7,8.7,,17.5,,,19.2,41.1,5.9,5.3,7.5,21.6,343.2,,,8.5,37,8.3,,122,6.8,7889.2
13103,1239.8,471.9,,2494.7,618.2,236.1,26.8,72.4,,,,303.3,62.8,23.2,1446.1,77.8,,28.1,,2502.6,1026.8,35.4,,,,,,,347.8,,,,3948.5,2,5759,0.3,,18,278.6,,252,,2.2,,32.1,1037.5,1893.3,855.8,18.7,0.6,,24.9,,,70.4,143.3,,48,22.8,2.3,389.9,,,14.4,11,18.1,,121.7,24.1,26003.3
13105,5441,15.2,,540.5,127.8,97.7,,,,,,369.7,10.2,25.6,76.2,,,0.4,,561.2,110.1,13.1,,,,,,0.4,7,,,,381.6,1.7,1704.7,0.3,,4.6,31.1,,252,,0.9,,30,20.2,433.2,413,24,0.3,,34.7,,,97.4,32.3,,19.8,40.9,5.7,49.1,,47.7,4.7,14.1,1,,938.5,5.3,11984.9
13107,2596.4,494.2,,3139.7,4089.1,577.7,24.4,66.1,,,,255.3,179.5,18.6,1797.7,205.5,,28.1,,6744,2712.6,30.9,,,,,,,790.9,,,,10431.2,0.1,14791.1,0.3,,16,671.5,,661,,14.3,,39,1221.7,2268.1,1046.5,14.7,0.6,,19.7,,,126.6,298.5,,313.2,20.7,6,408.5,,,94.2,8.7,49.1,,460.9,44.8,56777.7
13109,1033.2,192.3,,761.7,55.3,245.8,100.2,29.3,3.3,,,93.2,11.5,2.9,215.4,63.5,,1.9,,301.4,328.5,21.5,,,,0.5,,,544.4,,,,,0.6,3919.9,,,,358.2,,906.7,,0.2,,72.5,,1170.2,1170.2,2.2,,,3.3,,,43.1,56.4,,,,22.3,343.6,,,25.7,32.8,1,,92.3,85.4,12312.4
13111,718.6,,0.6,58.1,774.8,6.7,,0.3,,,,9.2,0.8,,35.7,,,0.7,,32.4,,,,48.9,48.9,,,0.4,,,,,,1.3,346.5,0,,,0,,,,2.7,,,41.6,127.8,86.2,,0.2,,0.3,,,1.9,9.3,,58,,,0.8,,,13.8,,,,53.1,2.5,2482.1
13113,386.2,219.7,2.3,820.5,143.4,38,,2.7,,,,10.5,0.9,,14.1,,5.2,0.9,,336.1,249.2,2.7,,57.5,57.5,0.1,,2.1,211.9,,,,3.9,2.6,1215.4,0,6.4,,22.5,,,,0.3,,17.4,12.4,92,79.5,,0.6,,0.8,,,0.1,2.6,,11.5,,2.5,0.2,,,18.3,,0.9,,5.4,0.5,4057.3
13115,6173.5,60.2,0.1,1560.3,2628.9,45.3,,3.6,,,,2.6,0,22.7,78.2,,,,,1399,45.9,,,338.1,338.1,,,,29,,,,20.1,,6705.9,0.1,,6.5,69.8,,,,2.3,,5.8,510,2722.6,2212.5,21.9,15.1,,13.7,,,101.3,55,,111.1,27.6,5.7,56.8,,,,,0,,447.7,47.1,25884.1
13117,1194.8,,0.6,19.9,265.2,51.1,,0.1,,,,34.4,1.1,,50.1,,,0.4,,23.6,,,,16.7,16.7,,,0,,,,,,0.6,167.8,0.3,,,45.4,,,,0.9,,6,14.2,39.6,25.3,,0,,0,,,55,6.2,,19.8,,5.7,21,,,4.7,,0.3,,91.2,21.6,2200.3
13119,7089,,0.6,113.7,299.4,16.9,,,,,,130.3,3.5,9,30.8,,,1.4,,566.2,,4.6,,,,,,0,2.7,,,,,0.1,1148,,,1.6,2.3,,,,2.1,,8.5,47.4,303.2,255.8,8.5,0,,12.1,,,21.9,12.7,,46.5,14.4,,16.5,,68.4,11.1,5,,,1345.8,2,11602
13121,469.7,,0.1,0.9,64.3,48.2,,0,,,,13.8,0.4,,36.7,,,0.2,,6.3,,,,0.7,0.7,,,0,,,,,,0.3,33.9,0,,,45.3,,,,0,,6,0.6,46.1,45.5,,0.1,,0.1,,,54.3,0.3,,0.9,,5.7,20.7,,,0.2,,0.3,,35.2,20.7,958.2
13123,1386.4,,28.1,58.7,408.3,5.8,,0.1,,,,437.4,16.2,0.6,193,,,16.7,,36.6,,1.1,,25.8,25.8,,,0,,,,,,0.1,371.8,0,,0.3,0.5,,,,1.4,,1.6,21.9,73.8,51.9,1.5,0.2,,2.6,,,7.2,19.6,,30.6,2.8,,4.7,,,7.3,1,,,105.3,1.3,3348
13125,466.9,23.5,,184.5,,46.6,1.1,3,,,,104.9,9.3,6,77.8,13.4,,0.7,,489.9,177.2,4.2,,,,,,,46.6,,,,681.3,0,1343.9,0.3,,1.7,52.8,,252,,,,12.9,41.4,151.9,110.6,5.5,0.6,,7.9,,,54.9,40.5,,,6.7,2.3,40.8,,,,3.3,3.4,,100.3,7.1,4577.7
13127,79.3,,,,9.5,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.1,,119.7
13129,7650.7,60.2,,2473.7,2633.9,74.8,,4.3,,,,5.5,0,41.7,28.3,,,,,2277.5,45.9,,,419.2,419.2,,,,29,,,,20.1,,12141.5,0,,12,23.4,,,,2.3,,,629.4,3597.8,2968.5,37.2,,,14.8,,,79.4,62.1,,111.1,48.8,,39.6,,,,,0,,548.5,14.2,36514.6
13131,3620.6,1350.4,27.9,7575.6,8951.1,1743.2,351.4,375.6,,,,128.8,171.9,4.2,2683.5,,63.6,1.5,,3253,4608.3,81,,4036.9,4036.9,3.7,,1.6,4021.4,,,,879.7,3.9,24938.7,0,12.3,26.3,1178.3,,395.7,,48.3,11,156.9,428.2,8320,7891.9,19.3,1.2,,36.9,,,321.7,400.9,0.1,635.9,32.7,332.9,2027.7,,,2487.6,176,202.2,,422.7,201.4,98682.5
13133,2133.2,,1.7,,270.1,53.5,,2.1,,,,20.6,0.5,,65.2,,4,0.7,,35.9,,2.1,,,,,,2.1,29.6,,,,,2.6,63.4,,,,23,,252,,,,21.9,,,,,0.6,,0.8,,,32.1,,,,,5.7,4.4,,,,9.1,0.9,,680.2,4.4,3722.4
13135,806.5,,,61.8,265.2,10.1,,0.1,,,,49,1.3,0.9,10.9,,,0.3,,27.6,,1.7,,16.7,16.7,,,0,,,,,,0,225.2,0.3,,0.5,0.7,,,,0.9,,2.5,14.2,99.1,84.8,2.2,0.2,,3.8,,,5.4,7.1,,19.8,4.2,,2.8,,,4.7,1.4,,,60.7,0.9,1810.2
13137,1952.3,,,44.2,226.1,9.6,,,,,,30.1,1.3,1.2,58.2,,,27.8,,153.8,,0.6,,,,,,0,77.9,,,,,0.7,669.4,0.3,,0.2,0.4,,,,1.6,,1.1,35.8,159.4,123.6,1.1,0.3,,2.2,,,4.9,8.2,,35.1,1.9,,5.5,,18.3,8.4,0.7,,,360.6,1.5,4024.3
13139,2463.6,,0.6,74.1,1042,10.1,,0.3,,,,22.9,1,,45,,,0.4,,62.1,,,,62.4,62.4,,,0,,,,,,0.4,550.3,0.3,,,0.7,,,,3.4,,0.1,53.1,199.4,146.2,,0,,0,,,6.2,15.7,,74,,0.1,3.9,,,17.6,,0,,188.7,3.5,5110.5
13141,983.5,,0.2,,122.8,34,,0.2,,,,35,0.8,,68.4,,0.4,2,,16.3,,0.2,,,,,,0,31.2,,,,,0,17,0.3,,,24.2,,265.2,,,,7,,1.1,1.1,,0,,0.1,,,33.8,2.7,,,,6,4.6,,,,9.6,0.4,,309.2,4.6,1981.9
13143,1118.1,,2.3,161.2,1221,29.3,,3.1,,,,9.9,0.1,,92.3,,5.2,0.8,,363.1,,2.7,,135.6,135.6,0.9,,2.1,,,,,,2.6,111.1,0,15.7,,,,,,4.8,,17.4,164.1,469,304.9,,0.6,,0.8,,,1.7,25,,161,,,2.3,,,256.6,,0.8,,13.2,7,4841.9
13145,923.9,,0.2,5.6,204.8,7.9,,0.2,,,,10.6,0.4,,16.3,,0.4,0.1,,32.4,,0.2,,4.7,4.7,0,,0,3.7,,,,,0.1,23.5,0,15.8,,8,,4.2,,0.2,,1.2,5.7,16.5,10.8,,0.1,,0.1,,,9.7,1,,5.6,,1,6.6,,,8.9,1.1,0.1,,13.2,6.7,1356.2
13147,5688.8,,0.6,366.6,511.2,114.3,,,,,,568.3,13.1,39.7,143.2,,,27.8,,606.6,,20.4,,,,,,0.4,77.9,,,,,1.7,2756.9,0.3,,7.1,33.3,,252,,3.3,,43.2,72.6,853,780.4,37.2,0,,53,,,124.2,42.9,,71.2,63.4,5.7,66.7,,46.3,17,21.9,0.3,,912,7.5,14452
13149,1567.7,,1.7,147.4,630.6,80.5,,2.3,,,,74.5,1.5,2.4,106.4,,4,,,223,,7,,69.4,69.4,0.3,,2.1,29.6,,,,,2,308.3,,24.2,0.8,65.1,,33.2,,1.7,,25.3,58.1,230.8,172.7,4.4,,,8,,,90,12.4,,56.9,5.4,7.9,61.4,,,90.8,11.7,6.6,,20.3,54.5,4372.3
